Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
"تعیین کننده های کلان اقتصادی- اجتماعی نرخ باروری کل (TFR) در ایران؛ با استفاده از الگوی خودهمبسته باوقفه توزیعی (ARDL)
نرخ باروری کل(TFR), تعیین کننده های اقتصادی– اجتماعی باروری, روش های ARDL و ECM, ایران","تأثیر نااطمینانی نرخ ارز واقعی بر بهره‏وری کل عوامل تولید در بخش کشاورزی ایران
بخش کشاورزی, بهره‏ وری کل عوامل تولید, نااطمینانی, نرخ ارز واقعی, ایران",,"ارزیابی پیوندهای بین بخشی با استفاده از روش بردار ویژه (مطالعه موردی: استان تهران)
بخش خدمات, جدول داده- ستانده استان تهران, پیوندهای پسین و پیشین, روش بردار ویژه","اثر فرصت های رانت جویی بر حجم سپرده های بانکی بخش خصوصی در اقتصاد ایران
کلیدی: سپرده های بانکی, رانت جویی, مدل رگرسیون خود توضیح با وقفه های گسترده, اقتصاد ایران","ارزیابی اثرات سیاستهای آزادسازی مالی و تغییرات نرخ بهره بانکی بر توسعه بخش مالی در اقتصاد ایران (با استفاده از تکنیک VECM)
توسعه مالی, اقتصاد ایران, نرخ بهره, آزادسازی مالی"
"عدم تقارن شوک‌های پولی در قالب مدل تعادل عمومی پویای تصادفی
اثرات نامتقارن شوک‌های پولی, تولید ناخالص داخلی, رژیم‌های تورمی, سرمایه‌گذاری, مدل تعادل عمومی پویای تصادفی","سیکل های تجاری اقتصاد آمریکا و مقایسه موردی با اقتصاد ایران
اقتصاد ایالات متحده آمریکا, اقتصاد ایران, سیکل‌های تجاری, خودرگرسیون‌‌برداری",,"تخمین تابع انفاق در ایران
انفاق, تابع انفاق, سرمایه مذهبی","اثرات کوتاه مدت و بلند مدت درآمدهای نفتی بر فساد اقتصادی در ایران
فساد, رانت, درآمدهای نفتی, ایران","بررسی رابطه بین توسعه بازارهای مالی و رشد اقتصادی
رشد اقتصادی, بازار پول, بازار سرمایه, بازار مالی, داده‌‌های تلفیقیPanel Data"
"تخمین سرعت همگرایی کارآیی هزینه در بانکداری ایران طی دوره 1391-1380
کارآیی, تابع مرزی تصادفی, بانک, مدل باتیس و کوئلی, مدل همگرایی سیگما, مدل همگرایی بتا","بررسی همگرایی باشگاهی بین استان‌های ایران طی سال‌های 1379-1388
همگرایی باشگاهی, اقتصاد ایران, حساب‌های منطقه‌ای, درآمد سرانه, آزمون‌های ریشه واحد در داده‌های تابلویی",,"تأثیر اصلاح قیمت حامل های انرژی بر بخش های مختلف اقتصادی با استفاده از جدول داده- ستانده
ایران, شاخص قیمت, حامل های انرژی, جدول داده – ستانده انرژی","مدل ترکیبی شبکه عصبی با الگوی ARIMA جهت پیش بینی مالیات بر ارزش افزوده بر مصرف بنزین در ایران
مالیات بر ارزش افزوده, مصرف بنزین, شبکه عصبی چندلایه, روش ARIMA, روش ترکیبی",
"بررسی تأثیر کسری بودجه و مالیات تورمی بر اجزای طرف تقاضا در اقتصاد ایران
کسری بودجه, تأمین مالی تورمی, مالیات تورمی, همگرایی بلندمدت, ایران","بررسی تأثیر شوک‌های نفتی با تأکید بر اثرات نامتقارن آن بر رشد اقتصادی ایران طی سال‌های 1387-1350
رشد اقتصادی, الگوی خودتوضیح برداری, تجزیه واریانس, بیماری هلندی, شوک‌های قیمت نفت, درآمدهای ارزی حاصل از صادرات نفت",,"تعیین تأثیر رتبه ریسک اعتباری کشور برخالص تحرک بین المللی سرمایه در ایران
ریسک اعتباری, بار بدهی, تحرک سرمایه, شدت نقدینگی, مدل رتبه بندی فینک طبقه بندی JEL:G21","برآورد تابع تولید مناسب برای ایران با وجود نهاده انرژی و تحقیق و توسعه: روش الگوریتم ژنتیک
تابع تولید, تحقیق و توسعه, انرژی, الگوریتم ژنتیک پیوسته, ایران",
"بررسی مقایسه ای ارتباط اندازه دولت و باز بودن تجاری در میان کشورهای عضو D8 و OECD
اندازه دولت, اندازه کشور, باز بودن تجاری, روش پانل دیتا","بررسی عوامل مؤثر بر نوسانات قیمت مسکن در شهر کرمانشاه
نوسانات قیمت مسکن, ‌ مدل خود توضیح با وقفه‌های توزیعی, الگوی تصحیح خطا, کرمانشاه",,"مسیر بهینه سرمایه گذاری، مصرف و تولید ناخالص ملی: کاربرد الگوی رمزی تعمیم یافته در اقتصاد ایران
: رابطه مبادله, الگوی رمزی تعمیم یافته, نرخ رجحان زمانی, کالیبره کردن, تحلیل حساسیت, اقتصاد ایران. 
طبقه بندی JEL: F32","اولویت بندی سرمایه گذاری در بخش خدمات به روش تصمیم گیری تاپسیس فازی، مطالعه موردی:سازمان آ.ت.
تاپسیس, مجموعه فازی, اولویت بندی, بخش خدمات, سرمایه گذاری",
"برآورد تابع مصرف آندو- مودیگلیانی با لحاظ انواع ثروت در ایران
میل نهایی به مصرف و ثروت, درآمد کار, کالای بادوام, مسکن, اوراق بهادار, پس انداز, ایران","تحلیل تأثیر ناهمگونی جمعیت بر رشد منطقه ای در ایران
ناهمگونی, مذهب, قومیت, رشد اقتصادی منطقه",,"بررسی اثرات نوسان قیمت نفت بر رفاه خانوارها در دهک‌های مختلف درآمدی: رهیافت مدل تعادل عمومی قابل محاسبه
مدل تعادل عمومی قابل محاسبه, نوسان قیمت نفت, رفاه خانوارها در دهک‌های مختلف درآمدی.
طبقه بندی JEL : L72","آزمون خنثایی و ابرخنثایی بلندمدت پول در اقتصاد ایران: کل و زیربخش کشاورزی
بخش کشاورزی, تولید ناخالص داخلی, رهیافت فیشر- سیتر, خنثایی و ابرخنثایی بلندمدت پول",
"شناسایی فعالیت های اقتصادی کلیدی استان سیستان و بلوچستان از نظر ایجاد اشتغال و تولید با استفاده از جدول داده - ستانده
داده- ستانده, اشتغالزایی, استان سیستان و بلوچستان, فعالیت کلیدی, شاخص MRI","اثر ساختار نظام مالی بر رشد اقتصادی
ساختار مالی, توسعه مالی, رشد اقتصادی, نظام مالی بازارمحور, نظام مالی بانک محور",,"بررسی همگرایی نوع بتا بین ایران و کشورهای منتخب اسلامی
همگرایی بتا, کشورهای اسلامی, اقتصادسنجی سری زمانی, شکست ساختاری, درآمد سرانه.
طبقه بندی JEL: C22","ارتباط بین اندازه تحصیلات و شغل در ایران: کاربرد مدل وردوگو- وردوگو
تحصیلات فرانیاز, تحصیلات فرونیاز, مدل وردوگو- وردوگو, طبقه ‌بندی مشاغل ISCO",
"بررسی عوامل مؤثر بر کارآیی زیربرداری آب در تولید محصول گندم تلفیق شبکه عصبی مصنوعی تابع پایه شعاعی و مدل توبیت
شبکه عصبی مصنوعی تابع پایه‌ شعاعی, کارآیی زیربرداری آب, مدل توبیت, زرقان","رابطه پول و تورم در اقتصاد ایران: شواهدی بر اساس مدل P*
تورم, تولید بالقوه, شکاف تولید, سرعت گردش پول, شکاف سرعت گردش پول, فیلتر هودریک- پرسکات",,"بررسی اثرات خصوصی سازی از طریق بازار بورس اوراق بهادار بر روی رشد اقتصادی در ایران با رویکرد سیستم دینامیکی
رشد اقتصادی, خصوصی سازی, بازار سهام","رشد صنعت و خروج بنگاه‌های صنعتی: رهیافت مدل شبکه‌های عصبی مصنوعی
رشد صنعت, خروج بنگاه صنعتی, شبکه عصبی مصنوعی, برنامه سوم توسعه",
"ارزش گذاری اقتضایی و ارزیابی تأثیر سیاست های گسترش بیمه های اجتماعی درمان بر تمایل به پرداخت خانوارهای کم درآمد در بخش غیررسمی اشتغال
بیمه اختیاری درمان, جمعیت فعال در بخش غیررسمی, شاخص اقتصادی- اجتماعی سلامت, پوشش کشوری بیمه درمان","مدل‌سازی نرخ واقعی ارز ایران با استفاده از مدل چرخشی خود بازگشتی مارکف(MSAR)
: نرخ ارز واقعی, مدل اتورگرسیو چرخشی مارکف, نظریه برابری قدرت خرید, رژیم چرخشی مارکف",,"آزمون رابطه به شکل منحنی آرمی میان اندازه دولت و رشد اقتصادی در ایران: روش رگرسیون آستانه
رشد اقتصادی, اندازه دولت, منحنی آرمی, رگرسیون آستانه, تابع تولید دو بخشی رتی رام 
طبقه بندی C22، E62، O40، O53 : JEL","تجزیه و تحلیل خسارت‌های رفاهی ناشی از آلودگی‌های زیست محیطی در ایران (با رویکرد دینامیک سیستم)
رشد اقتصادی, آلودگی, خسارت‌های رفاهی ناشی از آلودگی, پویایی‌های سیستم, اقتصاد ایران",
"برآورد منحنی فیلیپس مرکب کینزین های جدید برای اقتصاد ایران
منحنی فیلیپس مرکب کینزین‌های جدید, شکاف تولید, فیلتر کالمن, فیلتر هودریک- پرسکات, فیلتر باند- پس","طراحی الگوی عملیاتی تأمین مالی بخش صادرات با استفاده از صکوک در اقتصاد ایران
صکوک, صادرات, کالا و خدمات فنی و مهندسی, تأمین مالی اسلامی, ایران",,"بررسی همگرایی اقتصادی کشورهای منطقه منا (2008-1980)
همگرایی, شکست ساختاری, سری زمانی, آزمون ریشه‎ واحد داده‎های تابلویی, منطقه منا","بررسی اثر تروریسم بر جذب سرمایه گذاری مستقیم خارجی در کشورهای منتخب خاورمیانه
""سرمایه گذاری مستقیم خارجی"", ""تروریسم"", ""ریسک سیاسی"", ""خاورمیانه""",
"رقابت ایران، روسیه و قطر برای دستیابی به بازار گاز هندوستان
صادرات گاز, نظریه بازی‌ها, رقابت, بازار گاز","بررسی اثر حاکمیت مالی بر نرخ تورم اقتصاد ایران در چارچوب یک مدل تعادل عمومی پویای تصادفی (DSGE)
حاکمیت مالی, تورم",,"بررسی اثر شاخص های کلان اقتصادی بر مطالبات معوق بانک ها
نرخ قصور, شاخص های اقتصاد کلان, استرس تست","مدلی پویا برای آتی های صنعت نفت ایران
آتی های نفت, مشتقات نفت, ثمرات رفاهی نفت, ریاضیات مالی و مدل های ریاضی",
"بی ثباتی اجتماعی و رشد اقتصادی: تحلیلی بر اساس الگوی ARDL
آسیب های اجتماعی, تهدیدات اجتماعی, بی ثباتی اجتماعی, رشد اقتصادی, الگوی ARDL","برآورد اقتصاد سایه‌ای ایران (1386 – 1349) با استفاده از مدل‌سازی فازی چند مرحله‌ای
اقتصاد سایه‌ای, منطق فازی, استنتاج فازی, توابع عضویت",,"آلودگی هوا و عوامل مؤثر بر آن (مطالعه موردی انتشار SPM و SO2 در صنایع تولیدی ایران)
آلودگی هوا, صنایع تولیدی ایران, داده های تابلویی, مصرف انرژی","نقش متوسط سالهای تحصیل در روند رشد اقتصادی کشورها (رویکرد بارو و لی در سنجش سرمایه انسانی)
سرمایه انسانی, رشد, بارو و لی, آموزش",
"مقایسه مصرف کالاهای اساسی خانوارهای فقیر و متوسط قبل و بعد از نقدی سازی یارانه ها
یارانه های نقدی, کالاهای ضروری, خانوارهای فقیر و متوسط","اثر آزادسازی تجاری بر رفاه شرکای تجاری با استفاده از مدلGTAP (مطالعه موردی: ایران)
آزاد سازی تجاری, تجزیه رفاه اقتصادی, تغییر معادل, تخصیص کارا, رابطه مبادله, انحراف مالیاتی, مدل جیتپ",,"بررسی تأثیر پس¬انداز خانوار بر درآمد خانوار و تولید ناخالص داخلی (مدل تعادل عمومی پویا)
تولید ناخالص داخلی, پس¬انداز خانوار, درآمد خانوار, مدل تعادل عمومی محاسبه¬پذیر","رابطه کوتاه‌ مدت و بلندمدت بین انتشار دی اکسید کربن، مصرف انرژی و رشد اقتصادی: شواهد جدید در ایران
انتشار دی اکسید کربن, مصرف انرژی, رشد اقتصادی, علیت, ایران",
"بهینه یابی تأمین منابع انرژی با هدف تولید برق، چشم انداز ایران در افق 1404
انرژی‌های تجدیدپذیر, انرژی‌خورشیدی, الگوی بهینه, بهینه‌سازی استوار, ایران","تجارت درون صنعتی ایران با بلوک‌های منطقه‌ای (مطالعه بخش صنعت)
تجارت درون صنعتی, بلوک‌های منطقه ای, بخش صنعت, داده‌های پانل پویا, مقیاس اقتصادی و روش گشتاورهای تعمیم یافته",,"برآورد روند هزینه های مبادله در اقتصاد ایران با رویکرد منطق فازی
اقتصاد ایران, هزینه مبادله, شکست بازار, روش منطق فازی","مدل سازی ناخطی شکست های ساختاری تابع تقاضای پول در ایران با نگرش فازی
متغیرمجازی دودوای, متغیر مجازی فازی, شکست ساختاری, تابع عضویت, رگرسیون انتقال هموار",
"گسترش حق رأی، دموکراسی و نابرابری درآمدها: یک الگوی نظری و برخی شواهد از ایران
دموکراسی, حق رأی, نرخ بهینه‌ مالیاتی, توزیع مجدّد, نابرابری","بازار کار دوگانه در چارچوب یک مدل تعادل عمومی پویای تصادفی برای اقتصاد ایران
مدل تعادل عمومی پویای تصادفی, بازار کار دوگانه, اشتغال غیررسمی",,"بررسی رابطه توزیع تسهیلات بانکی با متغیر های عمده اقتصادی و اجتماعی بخش کشاورزی: مطالعه موردی استان فارس
: تسهیلات بانکی, اعتبارات کشاورزی, متغیرهای اقتصادی و اجتماعی","توزیع اندازه بنگاه و روند تغییرات آن در بنگاه‌های جدیدالورود صنعت تولید نساجی با استفاده از روش‌ ناپارامتریک: 84-1376
اندازه بنگاه, روش‌های ناپارامتریک, تابع چگالی کرنل, صنعت تولید منسوجات",
"بررسی اثرات متقابل سطح تمرکز، سودآوری، تحقیق و توسعه و تبلیغات در صنایع کارخانه‌ای ایران
عناصر بازار, ساختار, رفتار, عملکرد, نوآوری, تحقیق و توسعه, تمرکز, سودآوری, تبلیغات, صنایع کارخانه‌ای, تصحیح خطای برداری, هم انباشتگی","آثار نقدینه کردن یارانه های برق بر شاخص قیمت ها در ایران با استفاده از مدل تعادل عمومی قابل محاسبه (CGE)
قیمت انرژی الکتریکی, یارانه, شاخص قیمت ها, پرداخت نقدی, مدل تعادل عمومی قابل محاسبه",,"مطالعه تأثیر بحران های طبیعی بر پس انداز در ایران
پس انداز, بحران طبیعی, خسارت, روش ARDL","کاربرد اقتصاد سنجی فضایی در بررسی عوامل موثر بر صادرات محصولات کشاورزی در کشورهای عضو اکو: رهیافت داده های تابلویی
: اقتصادسنجی فضایی, صادرات محصولات کشاورزی, کشورهای حوزه اکو, روش ایستا و پویا, داده های تابلویی.
طبقه بندی JEL: F11",
"شبیه سازی تابع مصرف و پیش‌بینی میزان مصرف ایران تا افق 1404 با استفاده از الگوریتم ژنتیک و الگوریتم بهینه سازی انبوه ذرات (PSO)
الگوریتم ژنتیک, الگوریتم بهینه سازی انبوه ذرات, شبیه سازی, مدل مصرف, درآمد دائمی, درآمد نسبی","برآورد عوامل مؤثر بر عرضه مسکن ایران: کاربرد مدل رشد تک مرکزی با روش GMM
عرضه مسکن, قیمت مسکن, هزینه مصالح ساختمانی, روش گشتاورهای تعمیم یافته
طبقه بندی JEL: C32",,"تاثیر نفت بر نماگرهای اقتصاد کلان ایران: با تأکید بر مکانیزم‌های انتقال و آثار
رشد اقتصادی, ایران, توزیع درآمد, درآمد نفت","بررسی اثر ارزش محصول واسطه گری بانک های تجاری بر بی ثباتی اقتصادی ایران طی سال های86-1360
بانک تجاری, بی ثباتی اقتصادی, ارزش محصول بانک, واسطه گری مالی",
"تأثیر انواع تسهیلات اعتباری بر اشتغال تعاونی‌های صنعتی کشور
اشتغال, تعاون, تسهیلات اعتباری, صنعت","پویایی رشد بنگاه ها در صنعت بیمه ایران
: توزیع اندازه بنگاه ها, رشد بنگاه, رگرسیون داده های تلفیقی, شرکت های بیمه",,"مقیاس رقابت پذیری بانکهای تجاری ایران با تاکید بر عملکرد بخش بین المللی
رقابت پذیری, عملکرد, عملکرد بانک, عملکرد مالی, عملکرد غیرمالی

طبقه بندی JEL: M21 و M31","تأثیر سیاست‎های دولت بر میزان تورم در ایران: کاربردی از فرایند یادگیری در چارچوب انتظارات عقلایی
سیاست پولی, : انتظارات عقلایی, فیلتر کالمن, انتظارات تورمی, مدل فضا – حالت, فرآیند یادگیری",
"بررسی اثر‎گذاری تغییرات ساختار سنی جمعیت بر درآمد سرانه در ایران به تفکیک کانال‎های اثرگذاری
ساختار سنی جمعیت, درآمد سرانه, الگوی خودرگرسیون با وقفه‌های توزیعی (ARDL)","بررسی تأثیر رفاه اجتماعی و فناوری اطلاعات و ارتباطات بر رشد اقتصادی، مطالعه موردی: استان‏های کشور
رشد اقتصادی, فناوری اطلاعات و ارتباطات, رفاه اجتماعی, شکاف دیجیتالی, داده های تابلویی.
 طبقه بندیO47 :JEL",,"بررسی تاثیر هزینه‌های مختلف دولت بر اشتغال غیر‌کشاورزی و فقر در مناطق روستایی ایران
زیرساخت های روستایی, فقر روستایی, اشتغال غیرکشاورزی.
طبقه بندی JEL: O18, هزینه‌های دولت","ایجاد، تخصیص، توزیع، مصرف و پس انداز درآمد ارزی حاصل از مخارج گردشگری بین المللی در بخش های مختلف اقتصادی استان اصفهان
ارزش افزوده, مخارج ارزی, گردشگر بین المللی, ماتریس حسابداری اجتماعی, درآمد
طبقه بندیJEL : F14، G20، P25",
"بررسی و محاسبه ارزش در معرض ریسک بازده سهام دو صنعت کانه‌های فلزی و صنایع دارو با استفاده از آنالیز موجک و مدل‌های سری زمانی
ریسک, ارزش در معرض ریسک, شبه‌پارامتریک, ارزش احتمالی کوپیک, بازار بورس اوراق بهادار","تحلیل عوامل مؤثر بر توزیع فعالیت های اقتصادی در شهر اصفهان
شهر, تنوع, تخصص, تجمیع محلی, تجمیع شهری, توزیع فعالیت های اقتصادی
 طبقه بندی JEL: R12",,"بررسی تأثیر به کارگیری دانش آموختگان آموزش عالی بر رشد اقتصادی ایران
رشد اقتصادی, سرمایۀ انسانی, آموزش عالی, همگرایی, تصحیح خطای برداری.
طبقه بندی JEL: O53","بررسی تأثیر حجم سرمایه R&D داخلی و موجودی سرمایه خارجی بر ارزش افزوده در صنایع متوسط و بزرگ ایران
: حجم سرمایه R&D داخلی, موجودی سرمایه خارجی, صنایع متوسط و بزرگ ایران, داده های تابلویی.
طبقه بندی JEL: C23",
"تحلیل تأثیر یارانه بیمه صادراتی بر صادرات غیر نفتی
صادرات غیرنفتی, یارانه بیمه صادرات, الگوی خود توضیحی با وقفه‌های گسترده (ARDL)","تخمین اقتصاد سایه ای و بررسی اثرات آن روی آلودگی هوا مطالعه موردی: اقتصاد ایران
آلودگی هوا, : اقتصاد سایه ای, مدل علل چند گانه- آثار چند گانه, نرم افزار لیزرل.
طبقه بندی JEL: E26",,"بررسی تاثیر افزایش قیمت انرژی برق بر خالص رفاه گروه‌های مختلف درآمدی در ایران
 (1383-1346)
خالص رفاه مصرف‌کننده, تغییر جبرانی, گروه‌های مختلف درآمدی, تغییر قیمت برق, یارانه","توزیع اندازه بنگاه‌‌های صنایع تولیدی و روند تغییرات آن
توزیع اندازه بنگاه, دینامیزم صنعتی, صنایع تولیدی ایران.
طبقه بندی JEL: N65",
"هزینه تأمین مالی و سطح نقدینگی مورد نیاز بنگاه‌های تولیدی؛ مطالعه موردی: شرکتهای تولیدی پذیرفته شده در بورس اوراق بهادار
تقاضای پول, نرخ سود, سیاست پولی, رفتار بنگاه, داده‌های تابلویی","تعیین پیوندهای بین بخشی در اقتصاد ایران با استفاده از روش حذف فرضی
پیوند پسین و پیشین, بخش کلیدی, ضریب فزاینده تولید, ضریب همبستگی رتبه ای, روش حذف فرضی
طبقه بندی JEL: C67-N6-O5",,"بررسی تأثیر نوسانات شوک های ارزی و قیمتی بر شاخص قیمت سهام بورس اوراق بهادار تهران با استفاده از رهیافت خود رگرسیون برداری
شاخص قیمت سهام, شوک های ارزی و قیمتی, خودرگرسیون برداری","رفتار های غیر خطی در رابطه بین رشد اقتصادی و صادرات: مطالعه موردی کشور های حاشیه دریای خزر
صادرات, علیت گرنجر, : رشد اقتصادی, مدل غیر خطی انتقال ملایم, کشور های حاشیه دریای خزر",
"بررسی عوامل مؤثر بر تورم با تأکید بر نقش انتظارات گذشته‌نگر و آینده‌نگر
انتظارات تورمی, منحنی فیلیپس, نرخ ارز, پول, شکاف تولید","چسبندگی قیمت و دستمزد و سیاست پولی در اقتصاد ایران
مدل تعادل عمومی پویای تصادفی, کالیبراسیون(مقداردهی) در الگوهای DSGE, چسبندگی قیمت و دستمزد",,"رابطۀ تورم و رشد نقدینگی در اقتصاد ایران؛ گسست یا پایداری؟
تورم, منحنی فیلیپس, رشد نقدینگی, پول پایه, تورم انتظاری, اقتصاد ایران","اثرات کمک های رسمی توسعه ای بر رفتار مالی دولت در کشورهای منتخب در حال توسعه آسیایی
دولت, کمک های رسمی توسعه ای, کشورهای در حال توسعه
طبقه بندی JEL: C5",
"تأثیر حاکمیت شرکتی بر عدم تقارن اطلاعاتی مطالعه موردی: بازار بورس اوراق بهادار تهران
عدم تقارن اطلاعاتی, حاکمیت شرکتی, بازار بورس اوراق بهادار","شاخص شرایط پولی مناسب برای اقتصاد ایران
شاخص شرایط پولی, کانال اعتبارات, سیاست پولی, آزمون های غیر آشیانه ای ایران. 
طبقه بندی JEL: E52",,"اثرات نوسان پذیری نرخ ارز بر صادرات محصولات کشاورزی در کشورهای مختلف
صادرات, ایران, نوسان پذیری نرخ ارز","اثرات رفاهی نقدینه کردن یارانه‌های انرژی الکتریکی بر اقتصاد ایران
یارانه, تولید ناخالص داخلی, پرداخت نقدی, مدل تعادل عمومی قابل محاسبه, GAMS.
طبقه بندی JEL: .Q43",
"تحلیل تعادل عمومی محاسبه‌پذیر اثرات رفاهی اصلاح یارانه حامل‌های انرژی: شاخص تغییرات معادل هیکس
مدل تعادل عمومی محاسبه‌پذیر, اصلاح یارانه, قیمت حامل‌های انرژی, رفاه, تغییرات معادل هیکس","بررسی رابطه متغیرهای طرف تقاضا و عرضه موثر بر بخش مسکن بر قیمت مسکن در ایران
مسکن, قیمت مسکن, نرخ سود سپرده‌های بانکی, مدل خودرگرسیونی برداری, ایران.
طبقه‌بندی :JEL R31",,"اندازه گیری کارآیی برخی هتلهای شهر تهران 
با استفاده از روش تحلیل پوششی داده ها (DEA)
تحلیل پوششی داده ها, کارآیی فنی, کارآیی مقیاس, هتل","بررسی روند تحولات اقتصاد سایه ای در ایران (مقایسه نرم-افزار های مدل سازی آموس گرافیک و لیزرل )
اقتصاد سایه, مدل یابی معادله ساختاری, مدل علل چند گانه- آثار چند گانه, نرم افزار آموس گرافیک, نرم افزار لیزرل. 
طبقه بندی JEL: E26",
"تخصیص درآمدهای حاصل از طرح هدفمندی یارانه ها به بخشهای تولیدی: پیامدهای توزیع درآمدی گزینه‌های مختلف برای خانوارهای ایرانی
طرح هدفمندی یارانه‌ها, ضرایب فزاینده درآمدی, ماتریس حسابداری اجتماعی, ایران","نقش رقابت در تحولات بهره وری بخش صنعت
ساختار بازار, رقابت, تلاش مدیریتی, بهره وری, صنعت, عملکرد بنگاه.
طبقه بندی JEL : J50",,"اولویت بندی عوامل موثر بر قیمت نفت خام های صادراتی ایران (2005-1979)
نفت خام . نفت خام صادراتی . قیمت گذاری . سیاستهای بازاریابی نفت خام","بررسی اعتبار قانون واگنر و دیدگاه کینزی برای اقتصاد ایران: یک تجزیه و تحلیل سری زمانی
واژگان کلیدی: قانون واگنر, دیدگاه کینز, بخش عمومی, علیت هسیائو, ایران 
طبقه بندی JEL: H10",
"تاثیر حمایت از حقوق مالکیت فکری وحق اختراع بر رشد اقتصادی ایران
حقوق مالکیت فکری, پتنت, رشد اقتصادی, ایران, مدل خودهمبسته با وقفه های توزیعی(ARDL)","تجزیه عوامل مؤثر بر انتشار CO2 در صنعت ایران
محیط زیست, انتشار CO2, صنایع ایران, تجزیه عوامل",,"بررسی روند تحولات اقتصاد سایه ای در ایران: رویکرد DYMIMIC
اقتصاد سایه ای, رویکرد پویا, معادله ساختاری, شاخصهای چندگانه","عوامل اقتصادی و اجتماعی مؤثر بر جذب سرمایه گذاری مستقیم خارجی با تاکید بر شاخص‌های حکمرانی در دوره زمانی 2007-1996
سرمایه گذاری مستقیم خارجی, شاخص حکمرانی, شاخص آزادی اقتصادی, شاخص پایداری محیطی, منطقه منا.
طبقه بندی JEL : F 21",
"کاربرد تحلیل پوششی داده ها (DEA) در ارزیابی کارآیی نسبی و رتبه بندی شعب بانک رفاه استان لرستان و مقایسه نتایج آن با روش TOPSIS
ارزیابی عملکرد, کارآیی, تحلیل پوششی داده ها, رتبه بندی","بررسی رابطه هزینه تحقیقات و بهره وری تولیدات کشاورزی در ایران
مخارج تحقیقات کشاورزی, بهره وری, ریشه واحد, خود رگرسیونی برداری(var)",,"بررسی مولفه‌های موثر بر رقابت‌پذیری بنگاه‌ها در ایران
رقابت پذیری, رقابت‌پذیری بنگاه, رویکرد سازه ای, رویکرد رفتاری, مولفه‌های تشکیل دهنده و تاثیرگذار, مولفه‌های راهبردی وعملیاتی","نقش کیفیت نهادها و سرمایه انسانی در پدیده بلای منابع (مطالعه موردی کشورهای صادرکننده نفت)
پدیده بلای منابع, کیفیت نهادها, سرمایه انسانی",
"ارزیابی و تحلیل شکاف کیفیت خدمات بر اساس الگوی کیفیت خدمت سلسله مراتبی در بانک کشاورزی
کیفیت خدمت, شکاف کیفیت خدمت, الگوی کیفیت خدمت سلسله مراتبی","بررسی عوامل مؤثر بر سن ازدواج زنان در ایران؛ یک رویکرد اقتصادی
ایران, سن ازدواج زنان, رویکرد اقتصادی, رگرسیون کاکس",,,"هدفمند کردن یارانه حامل های انرژی و تحلیل تقاضای پویای نهاده انرژی در صنایع کارخانه ای ایران
مدل¬های پویای نسل سوم, تقاضای نهاده, صنایع کارخانه¬ای ایران, انرژی",
"تحلیل اثر سرمایه اجتماعی فعالان اقتصادی در پایداری جامعه غیررسمی؛ مطالعه موردی: محله شمیران نو
سرمایه اجتماعی, توسعه پایدار اقتصادی, پایداری اقتصاد محله, فعالان اقتصادی, محله غیررسمی شمیران نو","بررسی عامل شکاف بین دستمزد نیروی کار بخش کشاورزی و غیر کشاورزی در ایران
شکاف دستمزد, تجارت بین الملل, تئوری هاسکل, نسبت قیمت",,,"آزمون نظریه بارو – ریکاردو در تابع مصرف ایران
ایران, کسری بودجه, تابع مصرف, بارو – ریکاردو",
"سنجش و ارزشگذاری عوامل مؤثر بر انتخاب مسکن با استفاده از روش انتخاب تجربی از دیدگاه خانوارهای ساکن در بافت فرسوده شهر اصفهان
ترجیحات اظهار شده, تمایل به پرداخت, روش انتخاب تجربی, نظریه مصرف کننده لانکستر, مدل لوجیت, مسکن, بافت فرسوده.
طبقه بندی JEL:D11","تحلیل تجربی میزان انتقال اثر نرخ ارز بر قیمت صادرات غیرنفتی ایران
اقتصاد ایران, صادرات غیرنفتی, مدل انتقال اثر نرخ ارز, شاخص قیمت صادرات",,,"بررسی تأثیر سیاست¬های ارزی در توسعه صادرات غیر نفتی کشور (با تأکید بر سیاست پیمان ارزی و سیاست تک نرخی ارز)
نرخ ارز, صادرات غیر نفتی, سیاست های ارزی, سیاست پیمان ارزی, سیاست تک نرخی ارز",
"کاربردی از نظریه بازی ها در اقتصاد اسلامی
اقتصاد اسلامی, ‌ غرر, اطلاعات نامتقارن
طبقه بندی JEL: Z12","بررسی اثر عدالت بین زمانی بر رشد اقتصادی با تأکید بر نقش ارجحیت زمانی، مطالعه موردی: اقتصاد ایران
رشد اقتصادی, ارجحیت زمانی, تنزیل, عدالت بین زمانی, بهینه یابی پویا",,,"مدلی برای پیش بینی دستکاری قیمت سهام در بورس اوراق بهادار (مورد مطالعه: در بورس اوراق بهادار تهران)
بورس اوراق بهادار تهران, دستکاری قیمت, نقدشوندگی سهام, شفافیت اطلاعات, حد نوسان قیمت, سهام شناور آزاد, رگرسیون لاجیت",
