,abstract
224,"['نرخ', 'ارز', 'مؤثر', 'واقعی', 'نااطمینانی', 'یکی', 'مهمترین', 'متغیرهای', 'اقتصادکلان', 'است', 'جنبه', 'گوناگون', 'بخش', 'مختلف', 'تحت', 'تأثیر', 'قرار', 'می', 'دهد', 'اینکه', 'تغییرات', 'نرخ', 'ارز', 'کلیه', 'بخشهای', 'تأثیری', 'مشابه', 'یکسان', 'ندارد', 'اهمیت', 'شایان', 'توجهی', 'توسعه', 'صنعتی', 'می', 'تواند', 'توسعه', 'کشور', 'داشته_باشد', 'تحقیق', 'وارزیابی', 'تغییرات', 'نرخ', 'ارز', 'مؤثر', 'واقعی', 'نااطمینانی', 'ارزش', 'افزوده', 'زیر', 'بخش', 'صنعت', 'براساس', 'کدهای', 'دورقمی', 'طی', 'سالهای', 'بااستفاده', 'روشهای', 'پانل', 'دیتا', 'انگل-گرانجر', 'می', 'پردازد', 'نتایج', 'حاصل', 'تحقیق', 'نشان', 'می', 'دهد', 'نرخ', 'ارز', 'مؤثر', 'واقعی', 'متفاوتی', 'زیربخشهای', 'مختلف', 'صنعت', 'داشته', 'درحالی', 'نا', 'اطمینانی', 'متفاوتی', 'ارزش', 'افزوده', 'زیر', 'بخشها', 'ندارد', 'درنتیجه', 'ارزبری', 'متفاوت', 'زیربخشها', 'نمی', 'توان', 'سیاست', 'ارزی', 'واحدی', 'بخش', 'صنعت', 'استفاده', 'کرد']"
225,"['مقاله', 'منظور', 'چگونگی', 'گذاری', 'نوسانات', 'بازار', 'سهام', 'متغیرهای', 'کلان', 'یک', 'مدل', 'تعادل', 'عمومی', 'پویای', 'تصادفی', 'نیوکنزین', 'DSGE', 'طراحی', 'برآورد', 'پارامترهای', 'مدل', 'اساس', 'رویکرد', 'بیزین', 'استفاده', 'داده', 'فصلی', 'دوره', 'الی', 'توابع', 'واکنش', 'آنی', 'متغیرها', 'نسبت', 'شوک', 'شاخص', 'کل', 'قیمت', 'سهام', 'شوک', 'پولی', 'شوک', 'تکنولوژی', 'شوک', 'مخارج', 'مصرفی', 'سرمایه', 'گذاری', 'دولتی', 'سپس', 'وزن', 'بهینه', 'مربوط', 'شکاف', 'تورم', 'شکاف', 'محصول', 'شکاف', 'شاخص', 'کل', 'قیمت', 'سهام', 'تابع', 'سیاست', 'گذاری', 'پولی', 'استخراج', 'شده_است', 'اساس', 'نتایج', 'توابع', 'عکس', 'العمل', 'آنی', 'متغیرها', 'برابر', 'شوک', 'بازار', 'سهام', 'نشان', 'می', 'دهد', 'شوک', 'شاخص', 'کل', 'قیمت', 'سهام', 'ناچیزی', 'متغیرهای', 'تولید', 'تورم', 'داشته_است', 'می', 'تواند', 'دلیل', 'اندازه', 'کوچک', 'بازار', 'سهام', 'باشد', 'پایان', 'یافتن', 'ضرایب', 'بهینه', 'شکاف', 'تورم', 'تولید', 'شاخص', 'کل', 'قیمت', 'سهام', 'زیان', 'رفاهی', 'بانک', 'مرکزی', 'تحت', 'یک', 'سناریوها', 'نتیجه', 'حاصل', 'شد', 'اولا', 'بانک', 'مرکزی', 'توابع', 'واکنش', 'خود', 'باید', 'وزن', 'بیشتری', 'تورم', 'دهد', 'ثانیا', 'سناریویی', 'وزن', 'شکاف', 'شاخص', 'کل', 'قیمت', 'سهام', 'صفر', 'باشد', 'زیان', 'رفاهی', 'کمتری', 'دارد', 'لذا', 'واکنش', 'بانک', 'مرکزی', 'شکاف', 'شاخص', 'کل', 'قیمت', 'سهام', 'منجر', 'کاهش', 'رفاه', 'اجتماعی', 'خواهد_شد', 'بنابراین', 'توصیه', 'می', 'شود', 'شرایط', 'رونق', 'بازار', 'سهام', 'بانک', 'مرکزی', 'طریق', 'کاهش', 'حجم', 'پول', 'مداخله', 'ننماید']"
226,"['تکانه', 'پولی', 'نرخ', 'ارز', 'ناشی', 'بی', 'نظمی', 'پولی', 'دلیل', 'تأثیرات', 'منفی', 'تولید', 'سبب', 'کاهش', 'انگیزه', 'سرمایه', 'گذاری', 'فعالیت', 'اصلی', 'شده', 'دلیل', 'ارتباطات', 'داده', 'ستانده_ای', 'بین', 'آنها', 'کل', 'تحت', 'تأثیر', 'قرار', 'داده', 'بی', 'ثبات', 'می', 'سازد', 'لذا', 'شناخت', 'دلایل', 'بی', 'ثباتی', 'می', 'تواند', 'اتخاذ', 'سیاست', 'مناسب', 'ثبات', 'کشور', 'کمک', 'نماید', 'سئوال', 'اصلی', 'است', 'چه', 'حد', 'تکانه', 'پولی', 'نرخ', 'ارز', 'می', 'تواند', 'سبب', 'بی', 'ثباتی', 'شود', 'جهت', 'موضوع', 'ابتدا', 'استفاده', 'روش', 'فیلترینگ', 'هودریک-پرسکات', 'تکانه', 'پولی', 'نرخ', 'ارز', 'طی', 'سالهای', 'محاسبه', 'شد', 'سپس', 'تصریح', 'تابع', 'تولید', 'تعمیم', 'یافته', 'سولو', 'تکانه', 'پولی', 'نرخ', 'ارز', 'مدل', 'وارد', 'شد', 'سپس', 'استفاده', 'تکنیک', 'پانل', 'دیتا', 'تابع', 'تولید', 'صورت', 'مشترک', 'جداگانه', 'فعالیت', 'عمده', 'اصلی', 'محاسبه', 'گردید', 'نتایج', 'نشان', 'داد', 'تأثیر', 'تکانه', 'پولی', 'نرخ', 'ارز', 'آنها', 'منفی', 'است', 'نمی', 'توان', 'فرضیه', 'رد', 'نمود']"
227,"['براساس', 'فرضیه', 'کائو', 'روبین', 'K&R', 'افزایش', 'قدرت', 'دولت', 'جمع', 'آوری', 'مالیات', 'باعث', 'گسترش', 'اندازه', 'دولت', 'می', 'شود', 'راستا', 'هدف', 'اصلی', 'مقاله', 'حاضر', 'آزمون', 'فرضیه', 'طی', 'دوره', 'زمانی', 'است', 'منظور', 'دو', 'متغیر', 'نرخ', 'مشارکت', 'زنان', 'بازار', 'کار', 'نرخ', 'خود', 'اشتغالی', 'عنوان', 'شاخص', 'اندازه', 'گیری', 'قدرت', 'دولت', 'جمع', 'آوری', 'مالیات', 'روش', 'برآورد', 'رگرسیون', 'جمعی', 'کانونی', 'CCR', 'استفاده', 'شده_است', 'نتایج', 'حاصل', 'تحقیق', 'نشان', 'دهنده', 'عدم', 'معناداری', 'تأثیر', 'شاخص', 'مورد', 'استفاده', 'اندازه', 'دولت', 'درنتیجه', 'رد', 'فرضیه', 'کائو', 'روبین', 'است', 'برآوردگرهای', 'FMOLS', 'DOLS', 'نتایج', 'دست', 'آمده', 'تأیید', 'می', 'کنند']"
228,"['قاچاق', 'کالا', 'بخشی', 'غیررسمی', 'است', 'تأثیر', 'ات', 'منفی', 'زیادی', 'درآمدهای', 'دولت', 'دارد', 'مطالعه', 'استفاده', 'E-MIMIC', 'سعی', 'برآورد', 'شاخص', 'علل', 'رشد', 'قاچاق', 'دارد', 'منظور', 'ردیابی', 'قاچاق', 'اختلاف', 'گزارش', 'واردات', 'صادرات', 'دیگر', 'کشورها', 'توجه', 'شده_است', 'اساس', 'نتایج', 'دست', 'آمده', 'تحریم', 'دخالت', 'ارزی', 'نرخ', 'ارز', 'حقیقی', 'مهمترین', 'عوامل', 'تأثیرگذار', 'بوده_اند', 'شاخص', 'برآورد', 'شده', 'نشان', 'می', 'دهد', 'قاچاق', 'دوران', 'جنگ', 'سال', 'پس', 'کم', 'محدود', 'بوده', 'علت', 'عمده', 'اعطای', 'یارانه', 'بزرگ', 'دولتی', 'واردات', 'رسمی', 'قالب', 'ارز', 'ارزان', 'قیمت', 'بوده', 'حتی', 'موجب', 'گزارش', 'بیش', 'حد', 'واردات', 'برخی', 'سال', 'شده_است', 'سال', 'دنبال', 'یکسان', 'سازی', 'نرخ', 'ارز', 'میان', 'رفتن', 'یارانه', 'ارزی', 'اندازه', 'حقیقی', 'قاچاق', 'متوسط', 'سالانه', 'درصد', 'افزایش', 'یافت', 'البته', 'چون', 'رشد', 'کمتر', 'رشد', 'واردات', 'رسمی', 'بوده', 'اندازه', 'نسبی', 'قاچاق', 'روند', 'نزولی', 'دارد', 'میان', 'تأثیرگذارترین', 'عامل', 'وقوع', 'تحریم', 'سال', 'تداوم', 'آنها', 'سال', 'است', 'موجب', 'جهش', 'قاچاق', 'درصد', 'سال', 'بیش', 'درصد', 'واردات', 'رسمی', 'سال', 'درصد', 'سال', 'شده_است']"
229,"['برخی', 'اقتصاددانان', 'خود', 'نظام', 'دموکراسی', 'نهادهای', 'همواره', 'روش', 'هایی', 'بسیار', 'شبیه', 'بازار', 'پیش', 'می', 'گیرند', 'هنگامی', 'روش', 'فنون', 'مطالعه', 'دموکراسی', 'کار', 'می', 'رود', 'یکی', 'نتایج', 'جالب', 'توجه', 'است', 'نظر', 'می', 'رسد', 'بازار', 'سیاسی', 'گونه', 'ای', 'شبیه', 'عملکرد', 'بازار', 'عمل', 'می', 'کند', 'شرایط', 'مهم', 'سازوکار', 'تخصیص', 'بهینه', 'منابع', 'بازار', 'می', 'توان', 'نبود', 'محدودیت', 'زمانی', 'پول', 'عنوان', 'یک', 'کالای', 'خصوصی', 'اشاره', 'کرد', 'راستا', 'هدف', 'اصلی', 'مقاله', 'است', 'سازوکار', 'عدم', 'محدودیت', 'زمانی', 'پول', 'بازار', 'تخصیص', 'بهینه', 'منابع', 'مزایا', 'شهروندان', 'بازار', 'سیاسی', 'استفاده', 'کرد', 'نیل', 'هدف', 'استفاده', 'نظریه', 'رأی', 'دهنده', 'عقلانی', 'آنتونی', 'داونز', 'کارگیری', 'ایده', 'الگوی', 'پولی', 'ساموئلسن', 'چارچوب', 'نظریه', 'خرد', 'مصرف', 'کننده', 'الگویی', 'پولی', 'شبیه', 'فضای', 'بازار', 'سیاسی', 'طراحی', 'شده_است', 'استفاده', 'الگوی', 'طراحی', 'شده', 'می', 'توان', 'وضعیت', 'حذف', 'محدویت', 'زمانی', 'قابلیت', 'ذخیره', 'کردن', 'رأی', 'قالب', 'الگوی', 'طراحی', 'شده', 'کرد', 'نتایج', 'دست', 'آمده', 'الگو', 'نشان', 'می', 'دهدکه', 'حذف', 'محدودیت', 'زمانی', 'رأی', 'باعث', 'تخصیص', 'برتر', 'بهبود', 'وضعیت', 'بهینه', 'رأی', 'دهندگان', 'رسیدن', 'تخصیص', 'بهینه', 'پرتویی', 'می', 'شود']"
230,"['هدف', 'اصلی', 'تحقیق', 'چگونگی', 'اثرگذاری', 'ساختار', 'مالی', 'بی', 'ثباتی', 'رشد', 'طی', 'فصل', 'اول', 'فصل', 'جهارم', 'بهره', 'گیری', 'روش', 'GARCH', 'ARDL', 'می', 'باشد', 'نتایج', 'تجربی', 'مطالعه', 'حاضر', 'نشان', 'داد', 'متغیر', 'شاخص', 'توسعه', 'مالی', 'منفی', 'بی', 'ثباتی', 'رشد', 'داشته', 'صورتی', 'تأثیر', 'شاخص', 'ساختار', 'مالی', 'بی', 'ثباتی', 'رشد', 'مثبت', 'بوده', 'بیانگر', 'است', 'ساختار', 'مالی', 'یک', 'سلسله', 'مشکلات', 'همراه', 'بوده', 'علی', 'رغم', 'تأثیر', 'مثبت', 'توسعه', 'مالی', 'ثبات', 'بخشیدن', 'رشد', 'ساختار', 'مالی', 'منتج', 'بی', 'ثباتی', 'رشد', 'شده_است', 'همچنین', 'متغیرهای', 'درآمدهای', 'نفتی', 'مخارج', 'مصرفی', 'دولت', 'تشکیل', 'سرمایه', 'تأثیر', 'منفی', 'معنی', 'داری', 'بی', 'ثباتی', 'رشد', 'دوره', 'مورد', 'داشته_اند']"
231,"['منافع', 'حاصل', 'آزادسازی', 'تجاری', 'زیآنهای', 'احتمالی', 'می', 'تواند', 'کشورهای', 'حال', 'توسعه', 'وجود', 'آید', 'یکی', 'دغدغه', 'اساسی', 'کشورهای', 'حال', 'توسعه', 'تبدیل', 'شده', 'ورود', 'عرصه', 'تجارت', 'آزاد', 'تردید', 'روبه', 'رو', 'کرده_است', 'کلی', 'یکی', 'مسائلی', 'می', 'تواند', 'کشورها', 'مشکل', 'ساز', 'شود', 'اشتغال', 'زایی', 'بخش', 'هایی', 'است', 'وضع', 'تعرفه', 'واردات', 'آنها', 'صورت', 'غیرمستقیم', 'مورد', 'حمایت', 'بوده_اند', 'بدین', 'ترتیب', 'مطالعه', 'حاضر', 'جهت', 'بالقوه', 'حذف', 'تعرفه', 'واردات', 'بخش', 'کشاورزی', 'توان', 'اشتغال', 'زایی', 'بخش', 'بخش', 'استفاده', 'جدول', 'داده-ستانده', 'سال', 'طراحی', 'انجام', 'گردید', 'نتایج', 'نشان', 'می', 'دهد', 'کل', 'اساس', 'نیروی', 'کار', 'شاغل', 'بخش', 'خصوصی', 'درصد', 'کاهش', 'اشتغال', 'زایی', 'کل', 'پس', 'تفکیک', 'اشتغال', 'زایی', 'غیرمستقیم', 'درصد', 'کاهش', 'اشتغال', 'زایی', 'غیرمستقیم', 'اتفاق', 'می', 'افتد', 'طرف', 'دیگر', 'نیروی', 'کار', 'شاغل', 'بخش', 'عمومی', 'درصد', 'کاهش', 'اشتغال', 'زایی', 'کل', 'درصد', 'کاهش', 'اشتغال', 'زایی', 'غیرمستقیم', 'کل', 'نظام', 'مشاهده', 'می', 'گردد', 'توجه', 'آنچه', 'بالا', 'گفته_شد', 'ملاحظه', 'می', 'گردد', 'درصد', 'کاهش', 'اشتغال', 'زایی', 'غیرمستقیم', 'بیشتر', 'اشتغال', 'زایی', 'کل', 'است', 'عبارت', 'دیگر', 'تعیین', 'غیرمستقیم', 'وجه', 'تمایز', 'مدل', 'داده-ستانده', 'مدل', 'تعادل', 'عمومی', 'تعادل', 'جزئی', 'است', 'لزوم', 'توجه', 'ارتباطات', 'بین', 'بخشی', 'مورد', 'تأکید', 'قرار', 'می', 'دهد']"
232,"['توسعه', 'پایدار', 'یکی', 'اهداف', 'مهم', 'کشورها', 'حساب', 'می', 'آید', 'تاکنون', 'شاخص', 'متعددی', 'سنجش', 'معرفی', 'شده_اند', 'مقاله', 'ابتدا', 'روش', 'حسابداری', 'ملی', 'محاسبه', 'پس', 'انداز', 'اصیل', 'عنوان', 'یکی', 'شاخص', 'سنجش', 'توسعه', 'پایدار', 'پرداخته', 'شده', 'سپس', 'روش', 'سنجی', 'سری\xadهای', 'زمانی', 'رابطه', 'بین', 'پس', 'انداز', 'اصیل', 'ارزش', 'حال', 'تغییرات', 'مصرف', 'چهار', 'دوره', 'تنزیل', 'ساله', 'سال', 'الی', 'مورد', 'قرار', 'گرفته_است', 'نتایج', 'دست', 'آمده', 'محاسبه', 'پس', 'انداز', 'اصیل', 'نشان', 'می', 'دهد', 'اکثر', 'سال', 'مورد', 'مطالعه', 'پس', 'انداز', 'اصیل', 'منفی', 'بوده', 'همچنین', 'اکثر', 'دوره', 'منتخب', 'رابطه', 'منفی', 'بین', 'پس', 'انداز', 'اصیل', 'نشان', 'دهنده', 'ثروت', 'کشور', 'تغییرات', 'ارزش', 'حال', 'مصرف', 'نشان', 'دهنده', 'رفاه', 'کشور', 'است', 'وجود', 'دارد', 'نتایج', 'نظر', 'گرفتن', 'قاعده', 'هارتویک', 'می', 'تواند', 'نشان', 'کاهش', 'مصرف', 'رفاه', 'آینده', 'باشد']"
233,"['منابع', 'طبیعی', 'مهم', 'ترین', 'بخش', 'ثروت', 'ملی', 'کشورهای', 'حال', 'توسعه', 'غنی', 'منابع', 'می', 'باشد', 'اساس', 'تئوری', 'چنانچه', 'رانت', 'منابع', 'طبیعی', 'پیوسته', 'اشکال', 'سرمایه', 'سرمایه', 'گذاری', 'شود', 'می', 'توان', 'مواهب', 'منابع', 'بهره', 'مند', 'شد', 'نحوه', 'اثرگذاری', 'نوع', 'درآمدها', 'رشد', 'کشورها', 'کانال', 'انباشت', 'اشکال', 'مختلف', 'سرمایه', 'اتفاق', 'می', 'افتد', 'اهمیت', 'ویژه', 'ای', 'برخوردار', 'است', 'مقاله', 'توجه', 'اهمیت', 'مدیریت', 'رانت', 'منابع', 'طبیعی', 'هدایت', 'آنها', 'منظور', 'دستیابی', 'رشد', 'توسعه', 'پایدار', 'کشورهای', 'غنی', 'منابع', 'نحوه', 'اثرگذاری', 'انباشت', 'اشکال', 'مختلف', 'سرمایه', 'طی', 'دوره', 'زمانی', 'پرداخته_شده_است', 'منظور', 'توجه', 'وجود', 'ارتباط', 'همزمان', 'میان', 'سرمایه', 'خارجی', 'فیزیکی', 'انسانی', 'اجتماعی', 'یک', 'سیستم', 'معادلات', 'همزمان', 'اشکال', 'مختلف', 'سرمایه', 'طراحی', 'روش', 'رگرسیون', 'ظاهر', 'نامرتبط', 'SUR', 'برآورد', 'شده_است', 'اساس', 'نتایج', 'دست', 'آمده', 'رانت', 'منابع', 'دارای', 'اثرگذاری', 'مثبت', 'معناداری', 'انباشت', 'سرمایه', 'خارجی', 'انسانی', 'اجتماعی', 'دارای', 'اثرگذاری', 'منفی', 'انباشت', 'سرمایه', 'فیزیکی', 'طی', 'دوره', 'مورد', 'مطالعه', 'می', 'باشد', 'نتایج', 'نشان', 'می', 'دهند', 'سرمایه', 'فیزیکی', 'بیش', 'بخش', 'تحت', 'تأثیر', 'فعالیت', 'مرتبط', 'منابع', 'طبیعی', 'است', 'علت', 'آنکه', 'عمده', 'سرمایه', 'گذاری', 'مرتبط', 'سرمایه', 'فیزیکی', 'توسط', 'دولت', 'صورت', 'می', 'گیرد', 'کارآیی', 'لازم', 'برخوردار', 'نیست', 'لذا', 'رانت', 'منابع', 'تنها', 'منجر', 'افزایش', 'نوع', 'سرمایه', 'نشده', 'دارای', 'منفی', 'طی', 'دوره', 'مذکور', 'بوده_است']"
234,"['مطالعه', 'سعی', 'شده_است', 'طراحی', 'یک', 'الگوی', 'اقتصادسنجی', 'کلان', 'ساختاری', 'حد', 'امکان', 'واقعیت', 'بیان', 'کند', 'تخصیص', 'منابع', 'صندوق', 'توسعه', 'ملی', 'صورت', 'ارزی', 'ریالی', 'تخصیص', 'بین', 'بخشی', 'مورد', 'ارزیابی', 'قرار', 'گیرد', 'الگوی', 'تدوین', 'شده', 'مطالعه', 'دارای', 'جفت', 'معادله', 'رفتاری', 'معادله', 'ارتباطی', 'معادله', 'اتحادی', 'است', 'معادلات', 'رفتاری', 'کمک', 'روش', 'ARDL', 'استفاده', 'نرم', 'افزار', 'ایویوز', 'طی', 'سال', 'برآورد', 'شده_اند', 'شبیه', 'سازی', 'بسیار', 'خوب', 'متغیرهای', 'درونزای', 'الگو', 'تأیید', 'شاخص', 'آماری', 'تایل', 'جذر', 'میانگین', 'مجذور', 'خطای', 'نسبی', 'محدوده', 'مورد', 'مطالعه', 'حاکی', 'است', 'الگو', 'توانسته', 'سازوکار', 'خوبی', 'بیان', 'کند', 'توجه', 'نظر', 'گرفتن', 'سناریوهای', 'مختلف', 'چگونگی', 'تخصیص', 'منابع', 'صندوق', 'توسعه', 'ملی', 'بین', 'بخش', 'مختلف', 'نتایج', 'شبیه', 'سازی', 'محدوده', 'سال', 'نشان', 'می', 'دهد', 'وقتی', 'درصد', 'منابع', 'صندوق', 'توسعه', 'ملی', 'صورت', 'ارزی', 'بین', 'بخش', 'تناسب', 'سهم', 'سرمایه', 'گذاری', 'بخش', 'کل', 'سرمایه', 'گذاری', 'صورت', 'می', 'گیرد', 'درصد', 'منابع', 'صندوق', 'صورت', 'ریالی', 'بین', 'دو', 'بخش', 'کشاورزی', 'صنعت', 'تساوی', 'تخصیص', 'می', 'یابد', 'بیشترین', 'میزان', 'رشد', 'ایجاد', 'می', 'کند']"
